order_id,customer_id,product_name,category,quantity,unit_price,discount,city,payment_method,order_date
ORD103803,CUST00294,Monitor,,5,2291.37,0.17,Hyderabad,NetBanking,2024-10-10
ORD103804,CUST01392,Laptop,,13,3727.73,0.43,Pune,Card,2024-08-18
ORD103805,CUST01717,,,2,2343.31,0.17,Bengaluru,,2024-05-27
ORD103806,CUST00648,Laptop,Electronics,-2,1197.51,0.49,Delhi,NetBanking,2024-01-13
ORD103807,CUST01873,Headphones,,14,2441.17,0.3,Mumbai,Card,2024-04-19
ORD103808,CUST00567,Phone,Electronics,7,3617.78,0.41,Hyderabad,Card,2024-03-16
ORD103809,CUST00444,Tablet,,2,3958.59,0.25,Bengaluru,,2025-03-04
ORD103810,CUST00362,Mouse,,4,,0.33,Bengaluru,COD,2024-05-22
ORD103811,CUST02170,Tablet,Mobile,13,2790.53,0.49,Pune,NetBanking,2024-07-04
ORD103812,CUST01211,,Electronics,0,2893.9,0.25,Bengaluru,UPI,2025-03-27
ORD103813,CUST00741,Tablet,Electronics,9,3384.7,0.13,Delhi,,2024-06-09
ORD103814,CUST02041,,,11,57.45,0.32,Bengaluru,NetBanking,2024-09-04
ORD103815,CUST00679,Laptop,Electronics,-2,1423.41,0.46,Pune,,2024-10-18
ORD103816,CUST02467,Monitor,,4,2948.02,0.01,,Card,2024-12-13
ORD103817,CUST01642,Monitor,,1,1021.18,0.5,Mumbai,NetBanking,2024-07-03
ORD103818,CUST01572,Headphones,,13,4227.21,0.27,Bengaluru,Card,2024-08-23
ORD103819,CUST01358,,Computers,8,4101.24,0.4,Bengaluru,COD,2025-02-08
ORD103820,CUST02139,Monitor,Electronics,13,1687.08,0.06,Nashik,COD,2024-01-06
ORD103821,CUST00062,Headphones,Accessories,4,1140.41,0.15,Delhi,NetBanking,2024-06-30
ORD103822,CUST01162,Laptop,,0,3145.03,0.49,Hyderabad,COD,2024-04-30
ORD103823,CUST01228,Laptop,Electronics,2,584.35,0.14,Delhi,,2024-05-10
ORD103824,CUST00255,Tablet,Electronics,14,2709.7,0.21,Hyderabad,Card,2025-02-15
ORD103825,CUST00134,Laptop,Mobile,-2,6745.39,0.14,Hyderabad,,2024-06-14
ORD103826,CUST00874,Laptop,Accessories,13,987.37,0.23,Delhi,,2024-06-24
ORD103827,CUST00821,,Accessories,12,1326.79,0.08,Hyderabad,NetBanking,2025-01-30
ORD103828,CUST02135,Mouse,Mobile,10,1573.81,0.25,Bengaluru,,2024-08-10
ORD103829,CUST00822,Phone,Mobile,4,1153.01,0.15,Delhi,COD,2024-12-30
ORD103830,CUST00973,Tablet,Electronics,0,1229.04,0.41,Delhi,COD,2024-02-10
ORD103831,CUST01777,Tablet,Computers,10,5078.49,0.19,,Card,2024-11-07
ORD103832,CUST00120,Phone,Mobile,13,2594.09,0.4,Nashik,,2025-02-10
ORD103833,CUST01637,Mouse,Accessories,-2,3864.03,0.32,Pune,,2024-11-19
ORD103834,CUST01364,Laptop,Accessories,-2,4299.15,0.46,Pune,NetBanking,2024-06-13
ORD103835,CUST01007,Monitor,Electronics,13,-206.22,0.41,Mumbai,,2024-07-01
ORD103836,CUST00924,Headphones,Computers,-1,1346.03,0.45,Hyderabad,NetBanking,2024-11-10
ORD103837,CUST00644,Tablet,,2,1139.7,0.26,Hyderabad,UPI,2024-10-04
ORD103838,CUST02032,Phone,Mobile,2,-1448.49,0.46,Hyderabad,Card,2025-03-02
ORD103839,CUST02068,Keyboard,Mobile,5,3138.93,0.08,Hyderabad,NetBanking,2024-09-17
ORD103840,CUST00241,Headphones,Electronics,6,2955.53,0.04,Nashik,,2025-03-16
ORD103841,CUST02350,Keyboard,,11,4483.52,0.26,Hyderabad,COD,2024-07-22
ORD103842,CUST01619,Keyboard,,10,3211.18,0.41,Hyderabad,,2024-12-22
ORD103843,CUST00802,,Computers,1,-1411.4,0.11,Bengaluru,,2024-05-04
ORD103844,CUST00963,Tablet,Accessories,12,1446.97,0.48,Hyderabad,COD,2025-03-20
ORD103845,CUST00068,Laptop,Accessories,4,1555.58,0.09,Hyderabad,Card,2025-03-13
ORD103846,CUST01152,,,10,3267.04,0.35,Mumbai,NetBanking,2024-11-09
ORD103847,CUST00195,Keyboard,Accessories,-1,-1479.23,0.46,Delhi,COD,2024-07-24
ORD103848,CUST02187,Laptop,,6,3315.94,0.48,Mumbai,Card,2024-05-02
ORD103849,CUST02330,Mouse,,2,3682.15,0.33,Pune,,2024-04-03
ORD103850,CUST02359,Monitor,Mobile,-2,2124.72,0.29,Mumbai,COD,2024-10-05
ORD103851,CUST00745,Keyboard,,10,1301.49,0.05,Mumbai,,2024-09-11
ORD103852,CUST01688,Tablet,Computers,3,4267.24,0.01,Hyderabad,NetBanking,2024-10-16
ORD103853,CUST00276,Monitor,,7,424.65,0.49,Nashik,,2024-06-13
ORD103854,CUST00060,Laptop,Computers,8,4218.56,0.14,Delhi,,2024-03-26
ORD103855,CUST01913,Keyboard,,13,3862.88,0.04,Bengaluru,Card,2024-05-06
ORD103856,CUST02099,Headphones,Accessories,-2,3341.03,0.27,Hyderabad,,2024-02-16
ORD103857,CUST02200,,Electronics,2,5225.24,0.16,Bengaluru,COD,2024-01-03
ORD103858,CUST01772,Tablet,,3,2525.4,0.18,Nashik,,2024-12-05
ORD103859,CUST01334,Mouse,,3,3431.51,0.18,,,2024-01-28
ORD103860,CUST01837,Phone,Mobile,2,2427.9,0.12,Hyderabad,UPI,2024-10-28
ORD103861,CUST00566,Mouse,Mobile,3,2018.19,0.48,Nashik,UPI,2024-12-03
ORD103862,CUST01571,,,10,3293.01,0.13,Hyderabad,NetBanking,2024-11-22
ORD103863,CUST00621,Keyboard,Computers,-2,2045.0,0.28,Hyderabad,Card,2024-02-03
ORD103864,CUST02025,,Electronics,-2,2593.85,0.12,Bengaluru,NetBanking,2024-12-31
ORD103865,CUST01200,Tablet,Mobile,11,2601.99,0.38,Hyderabad,COD,2024-02-12
ORD103866,CUST00313,Mouse,Mobile,5,1892.75,0.11,Mumbai,Card,2024-01-12
ORD103867,CUST02144,Phone,Accessories,6,3601.96,0.31,Delhi,UPI,2024-10-16
ORD103868,CUST01236,Headphones,Accessories,7,-156.91,0.42,Bengaluru,,2024-12-31
ORD103869,CUST00136,Monitor,,3,1457.31,0.14,Mumbai,,2024-07-31
ORD103870,CUST01029,,,6,1039.54,0.4,Mumbai,COD,2024-08-16
ORD103871,CUST02156,Headphones,Mobile,12,2960.76,0.05,Pune,COD,2024-09-12
ORD103872,CUST00661,Mouse,Computers,1,2143.43,0.06,Nashik,Card,2025-04-30
ORD103873,CUST02472,Phone,Electronics,-1,371.77,0.2,Hyderabad,UPI,2024-06-10
ORD103874,CUST02308,Monitor,Mobile,3,3205.12,0.2,,,2024-10-28
ORD103875,CUST00086,Tablet,Computers,14,2841.22,0.26,Hyderabad,Card,2024-07-25
ORD103876,CUST02123,Phone,Computers,4,2554.7,0.01,Bengaluru,,2024-10-12
ORD103877,CUST02461,Headphones,Mobile,12,3670.98,0.06,Bengaluru,,2024-09-10
ORD103878,CUST01308,Laptop,Computers,-1,3283.01,0.01,Hyderabad,,2024-07-19
ORD103879,CUST01700,Laptop,,9,2150.42,0.48,Delhi,Card,2024-09-30
ORD103880,CUST00494,Monitor,Computers,7,3124.33,0.16,,Card,2024-07-27
ORD103881,CUST01647,,Mobile,14,,0.34,Hyderabad,NetBanking,2025-04-12
ORD103882,CUST01942,Monitor,Computers,13,2269.92,0.3,Hyderabad,Card,2024-01-02
ORD103883,CUST01068,Monitor,Mobile,7,4369.69,0.36,,,2024-02-24
ORD103884,CUST01424,Laptop,Accessories,5,5342.81,0.44,Bengaluru,Card,2024-02-05
ORD103885,CUST00596,Headphones,Mobile,10,2995.04,0.12,Mumbai,,2025-01-02
ORD103886,CUST00449,,Computers,13,991.81,0.21,Mumbai,,2024-03-06
ORD103887,CUST00484,Monitor,Mobile,5,2054.04,0.16,Delhi,Card,2024-05-01
ORD103888,CUST00645,Laptop,Electronics,9,2744.24,0.04,,Card,2024-04-26
ORD103889,CUST01629,Monitor,Mobile,14,2530.23,0.02,Mumbai,NetBanking,2025-04-24
ORD103890,CUST00661,Monitor,Mobile,13,2693.3,0.38,Mumbai,COD,2025-03-04
ORD103891,CUST00757,,Electronics,6,4322.48,0.06,Bengaluru,,2024-01-25
ORD103892,CUST00288,,Electronics,14,,0.01,,NetBanking,2024-10-28
ORD103893,CUST00720,Phone,Electronics,5,3052.17,0.22,Nashik,Card,2024-12-05
ORD103894,CUST00637,Monitor,,9,3881.91,0.16,Bengaluru,COD,2024-02-28
ORD103895,CUST02282,Laptop,,6,2123.84,0.03,Pune,NetBanking,2025-03-24
ORD103896,CUST02463,Headphones,,3,961.05,0.03,Delhi,UPI,2025-04-16
ORD103897,CUST00498,Laptop,Mobile,7,2191.97,0.46,Hyderabad,UPI,2024-03-28
ORD103898,CUST00633,Laptop,,6,937.81,0.47,Mumbai,Card,2025-02-19
ORD103899,CUST01673,Monitor,,1,1440.19,0.24,,Card,2024-03-18
ORD103900,CUST02030,Phone,Electronics,8,3372.1,0.42,Bengaluru,,2024-08-21
ORD103901,CUST00114,Keyboard,Electronics,3,2896.55,0.4,Bengaluru,UPI,2024-01-10
ORD103902,CUST00673,Tablet,Accessories,1,3568.03,0.29,Hyderabad,COD,2024-06-29
ORD103903,CUST01736,Keyboard,,9,3225.73,0.38,Hyderabad,COD,2024-08-09
ORD103904,CUST01257,Keyboard,,6,2190.98,0.47,Mumbai,,2024-09-20
ORD103905,CUST02253,Laptop,Mobile,12,985.04,0.28,Delhi,,2024-03-04
ORD103906,CUST02294,Monitor,Computers,6,2985.51,0.26,Bengaluru,,2024-06-09
ORD103907,CUST00146,,,3,1698.35,0.0,Nashik,UPI,2024-07-28
ORD103908,CUST02165,Tablet,,8,2291.03,0.27,Hyderabad,NetBanking,2024-12-15
ORD103909,CUST00411,Keyboard,Accessories,4,1427.65,0.41,Mumbai,NetBanking,2025-02-03
ORD103910,CUST01687,Mouse,Mobile,11,3855.88,0.38,Delhi,COD,2024-07-30
ORD103911,CUST02410,Mouse,Mobile,13,-861.5,0.32,Pune,NetBanking,2024-12-20
ORD103912,CUST01532,Mouse,Electronics,12,3272.79,0.01,Hyderabad,Card,2025-05-08
ORD103913,CUST00136,Headphones,Electronics,6,2723.69,0.46,Mumbai,Card,2024-06-11
ORD103914,CUST00018,Monitor,,9,3830.29,0.21,Pune,,2024-09-08
ORD103915,CUST02242,Laptop,Accessories,8,666.15,0.29,Mumbai,NetBanking,2024-03-13
ORD103916,CUST02377,Laptop,Mobile,5,2430.93,0.2,Bengaluru,,2024-05-16
ORD103917,CUST01959,Monitor,Accessories,0,1858.27,0.17,Delhi,UPI,2025-04-23
ORD103918,CUST02222,Phone,Computers,0,2262.72,0.26,Nashik,NetBanking,2025-01-10
ORD103919,CUST01001,,Mobile,0,2526.43,0.25,Pune,COD,2024-12-28
ORD103920,CUST00448,Tablet,Electronics,3,1780.66,0.18,,COD,2025-02-26
ORD103921,CUST01948,Phone,,8,2337.71,0.4,Pune,UPI,2024-04-05
ORD103922,CUST00945,,Accessories,11,4358.52,0.03,,Card,2024-12-31
ORD103923,CUST01377,Headphones,Electronics,-1,4670.82,0.06,Mumbai,Card,2024-09-26
ORD103924,CUST01522,Monitor,,9,2858.09,0.04,Pune,Card,2024-02-25
ORD103925,CUST00140,Phone,Electronics,13,4699.76,0.28,,NetBanking,2025-03-02
ORD103926,CUST01920,Tablet,Mobile,0,334.27,0.21,Mumbai,,2024-06-12
ORD103927,CUST00092,Headphones,Accessories,13,3707.16,0.23,Mumbai,UPI,2025-03-30
ORD103928,CUST00238,Keyboard,Computers,7,2818.62,0.29,Pune,,2024-04-05
ORD103929,CUST00204,Keyboard,,2,1943.41,0.16,Pune,NetBanking,2024-06-03
ORD103930,CUST01456,Headphones,Electronics,10,3419.61,0.09,,COD,2025-01-26
ORD103931,CUST00244,,,9,2734.69,0.15,Bengaluru,,2024-08-31
ORD103932,CUST00831,Monitor,Accessories,-2,1601.0,0.5,Bengaluru,,2025-04-08
ORD103933,CUST00294,Keyboard,Mobile,8,3549.25,0.48,Hyderabad,NetBanking,2025-01-14
ORD103934,CUST00855,Monitor,Electronics,12,2432.33,0.48,Bengaluru,COD,2024-01-21
ORD103935,CUST02064,Phone,Mobile,13,1428.44,0.01,Delhi,,2024-03-12
ORD103936,CUST00070,Keyboard,Computers,4,3715.77,0.04,Nashik,NetBanking,2024-04-19
ORD103937,CUST01292,Tablet,Computers,7,-56.45,0.02,Bengaluru,COD,2025-05-08
ORD103938,CUST01348,Tablet,,13,4964.65,0.41,Bengaluru,,2024-05-20
ORD103939,CUST00304,Phone,,14,3859.98,0.5,Mumbai,NetBanking,2024-09-12
ORD103940,CUST01030,Tablet,,4,-336.4,0.27,Nashik,,2024-09-14
ORD103941,CUST01337,Monitor,Mobile,8,4320.77,0.35,Pune,COD,2025-01-22
ORD103942,CUST00816,,,14,2627.5,0.18,Delhi,UPI,2024-03-08
ORD103943,CUST01126,Monitor,Accessories,2,-586.07,0.38,Pune,,2024-03-03
ORD103944,CUST00820,,,-2,-292.33,0.33,Mumbai,Card,2024-08-21
ORD103945,CUST00192,Tablet,,0,3358.71,0.4,Delhi,NetBanking,2024-08-10
ORD103946,CUST01776,Mouse,Mobile,13,861.22,0.25,Bengaluru,NetBanking,2024-11-12
ORD103947,CUST00528,Headphones,Mobile,12,1187.55,0.1,,NetBanking,2024-12-21
ORD103948,CUST02218,,,1,2657.89,0.24,Nashik,NetBanking,2024-05-24
ORD103949,CUST00250,Laptop,,9,3258.69,0.16,Nashik,UPI,2025-01-24
ORD103950,CUST01788,Headphones,,-2,2819.02,0.35,Bengaluru,,2024-06-19
ORD103951,CUST02026,Tablet,,14,1140.32,0.07,Pune,Card,2025-03-26
ORD103952,CUST02463,Monitor,Mobile,12,1375.1,0.17,Pune,,2024-03-06
ORD103953,CUST01403,,Computers,7,909.06,0.0,Bengaluru,Card,2024-03-17
ORD103954,CUST01167,Monitor,Computers,8,2845.61,0.41,Bengaluru,,2024-02-28
ORD103955,CUST02072,Headphones,,-1,2769.79,0.2,Nashik,UPI,2024-09-06
ORD103956,CUST01096,,Computers,3,3097.5,0.39,Pune,Card,2024-08-03
ORD103957,CUST01847,Monitor,Accessories,13,2776.0,0.05,Hyderabad,Card,2025-02-10
ORD103958,CUST00504,Phone,Accessories,4,2669.31,0.1,Delhi,COD,2024-03-27
ORD103959,CUST01621,Keyboard,Accessories,9,3840.14,0.43,Delhi,,2024-02-08
ORD103960,CUST02383,Monitor,Mobile,7,2646.27,0.3,Mumbai,COD,2024-04-07
ORD103961,CUST02472,,Mobile,4,3825.75,0.0,Mumbai,UPI,2024-04-02
ORD103962,CUST01387,Tablet,Mobile,1,1911.24,0.45,Mumbai,UPI,2024-06-09
ORD103963,CUST01222,Tablet,Mobile,14,1320.19,0.49,,Card,2024-02-19
ORD103964,CUST00717,Headphones,Mobile,14,4301.18,0.33,Pune,COD,2024-12-11
ORD103965,CUST00338,Headphones,,1,1795.4,0.36,Delhi,COD,2024-05-24
ORD103966,CUST00658,Headphones,Computers,2,2335.92,0.07,Pune,Card,2024-03-16
ORD103967,CUST00961,Tablet,,-2,1258.87,0.38,Bengaluru,Card,2024-06-14
ORD103968,CUST00428,Mouse,Computers,8,5480.87,0.05,Nashik,,2024-09-09
ORD103969,CUST00898,,,-2,203.97,0.44,Hyderabad,NetBanking,2024-07-03
ORD103970,CUST00138,Tablet,Accessories,5,3973.94,0.25,Mumbai,,2025-04-16
ORD103971,CUST00541,Phone,Electronics,1,-291.36,0.07,Bengaluru,UPI,2024-01-06
ORD103972,CUST02104,Tablet,Mobile,12,1932.79,0.04,Bengaluru,UPI,2025-02-10
ORD103973,CUST01255,Phone,Electronics,14,3610.38,0.22,Hyderabad,,2024-02-20
ORD103974,CUST02482,Tablet,Electronics,0,5019.04,0.0,Nashik,COD,2024-03-14
ORD103975,CUST00383,Tablet,Accessories,4,2141.83,0.48,Delhi,,2024-05-09
ORD103976,CUST00193,Mouse,Electronics,14,1689.26,0.09,Delhi,NetBanking,2024-08-19
ORD103977,CUST02232,Phone,Electronics,5,2805.48,0.21,,COD,2025-02-24
ORD103978,CUST01895,Mouse,Accessories,8,4976.85,0.3,Bengaluru,,2025-02-10
ORD103979,CUST02339,Phone,Computers,0,,0.34,Nashik,,2024-01-04
ORD103980,CUST00731,Mouse,,4,3266.24,0.28,Delhi,,2024-12-21
ORD103981,CUST02163,Mouse,,12,1540.06,0.09,,UPI,2024-04-05
ORD103982,CUST00684,Phone,Electronics,7,3863.72,0.24,Mumbai,UPI,2024-04-20
ORD103983,CUST00081,Mouse,Mobile,9,150.52,0.16,Pune,COD,2025-01-31
ORD103984,CUST02380,Tablet,Accessories,9,4379.08,0.04,Nashik,,2024-06-13
ORD103985,CUST02382,Phone,Electronics,12,4493.36,0.19,Hyderabad,Card,2025-02-02
ORD103986,CUST00531,Mouse,,2,5531.18,0.3,,UPI,2024-11-03
ORD103987,CUST01983,Tablet,Computers,10,4490.16,0.05,Bengaluru,,2024-12-06
ORD103988,CUST00220,Tablet,Computers,6,1690.69,0.08,Pune,NetBanking,2025-05-01
ORD103989,CUST00634,Headphones,,7,4698.19,0.04,Delhi,NetBanking,2024-07-24
ORD103990,CUST01769,Laptop,Mobile,5,4195.3,0.0,Delhi,NetBanking,2024-10-26
ORD103991,CUST02370,Phone,Electronics,6,1412.89,0.47,Hyderabad,,2024-01-06
ORD103992,CUST01874,Mouse,Mobile,3,2812.7,0.42,Nashik,COD,2024-01-23
ORD103993,CUST00002,Headphones,Computers,7,-1870.13,0.12,Pune,,2025-02-26
ORD103994,CUST01717,Laptop,Computers,12,430.93,0.29,Delhi,NetBanking,2025-01-11
ORD103995,CUST00205,,,10,3731.44,0.4,Nashik,NetBanking,2025-04-26
ORD103996,CUST01855,,Computers,8,4952.41,0.18,Pune,,2025-01-17
ORD103997,CUST00039,Mouse,Accessories,-1,3737.23,0.37,,NetBanking,2024-06-21
ORD103998,CUST02106,,,5,2583.03,0.43,,NetBanking,2024-01-19
ORD103999,CUST00643,Laptop,Mobile,0,950.39,0.25,Bengaluru,COD,2024-03-02
ORD104000,CUST01530,Phone,Computers,0,3466.54,0.44,Bengaluru,NetBanking,2024-10-13
ORD104001,CUST01907,Tablet,,4,-374.44,0.1,,,2024-12-16
ORD104002,CUST02143,Tablet,Accessories,6,3272.44,0.45,Delhi,,2024-11-15
ORD104003,CUST00897,Laptop,,-2,1147.54,0.4,,Card,2024-01-19
ORD104004,CUST01085,,Accessories,1,3632.97,0.42,Nashik,NetBanking,2024-07-25
ORD104005,CUST01279,Tablet,,1,3705.64,0.0,Mumbai,Card,2025-02-19
ORD104006,CUST02395,,,14,1651.82,0.33,Delhi,,2024-03-26
ORD104007,CUST00670,Keyboard,,-1,3900.73,0.2,Mumbai,,2024-09-08
ORD104008,CUST01505,Monitor,,12,-131.26,0.3,Pune,Card,2025-05-11
ORD104009,CUST02364,Tablet,Mobile,10,2284.66,0.04,Nashik,,2024-06-22
ORD104010,CUST00718,Keyboard,,6,3686.58,0.12,Hyderabad,NetBanking,2024-08-04
ORD104011,CUST01071,Phone,,4,3432.56,0.18,Delhi,UPI,2024-01-05
ORD104012,CUST01955,Phone,Accessories,9,1666.46,0.36,Bengaluru,COD,2024-01-22
ORD104013,CUST01159,Laptop,,9,3823.16,0.28,,,2025-01-09
ORD104014,CUST00249,Tablet,Mobile,11,3878.8,0.01,Pune,NetBanking,2024-02-02
ORD104015,CUST02361,,,12,739.95,0.17,Hyderabad,Card,2024-06-27
ORD104016,CUST01892,Tablet,,-2,2332.05,0.47,,Card,2024-09-26
ORD104017,CUST01853,,Accessories,6,2792.57,0.09,Pune,,2024-06-17
ORD104018,CUST01503,,,13,2771.12,0.12,Pune,Card,2025-01-07
ORD104019,CUST01234,Tablet,Accessories,6,3717.16,0.15,Mumbai,,2024-07-28
ORD104020,CUST00043,,,13,1880.14,0.13,Mumbai,,2024-08-09
ORD104021,CUST00582,Headphones,Mobile,-1,4953.73,0.06,Hyderabad,NetBanking,2025-04-27
ORD104022,CUST01288,Mouse,Accessories,7,1909.08,0.16,Pune,Card,2025-04-14
ORD104023,CUST00219,Monitor,Mobile,10,798.99,0.27,,UPI,2024-11-11
ORD104024,CUST01925,Tablet,Computers,-1,2159.95,0.34,Delhi,NetBanking,2024-02-01
ORD104025,CUST02448,Mouse,,10,2881.2,0.32,Mumbai,,2024-05-26
ORD104026,CUST00990,Headphones,Mobile,0,731.94,0.08,Nashik,NetBanking,2025-05-07
ORD104027,CUST01812,,,12,2039.11,0.31,,,2024-12-12
ORD104028,CUST00857,,Mobile,0,639.75,0.18,Bengaluru,,2025-04-25
ORD104029,CUST00803,Phone,Electronics,7,3554.73,0.41,Delhi,,2024-09-17
ORD104030,CUST00489,Monitor,Electronics,3,2233.79,0.18,Hyderabad,,2024-05-04
ORD104031,CUST01780,Keyboard,Electronics,11,-1078.93,0.49,Hyderabad,COD,2024-09-22
ORD104032,CUST01493,Phone,Mobile,6,4057.06,0.31,,COD,2024-02-12
ORD104033,CUST01705,Phone,,5,744.13,0.21,Nashik,UPI,2025-01-25
ORD104034,CUST02314,,,3,6500.39,0.25,Hyderabad,Card,2025-03-18
ORD104035,CUST00053,Laptop,,12,1474.85,0.09,,NetBanking,2025-01-29
ORD104036,CUST00615,Headphones,Electronics,11,1632.49,0.34,Hyderabad,Card,2024-07-26
ORD104037,CUST01082,Laptop,,12,2740.62,0.48,Mumbai,NetBanking,2024-08-28
ORD104038,CUST01848,Laptop,Mobile,3,-1121.43,0.26,Bengaluru,UPI,2025-04-23
ORD104039,CUST00954,Mouse,,9,3160.63,0.5,Pune,UPI,2024-08-29
ORD104040,CUST02433,Phone,,7,3551.81,0.08,,NetBanking,2024-12-03
ORD104041,CUST01629,,Electronics,5,3859.41,0.32,Bengaluru,,2024-08-07
ORD104042,CUST00649,Headphones,,2,2921.09,0.34,Pune,COD,2024-10-24
ORD104043,CUST02347,Laptop,Accessories,7,2636.62,0.16,Hyderabad,NetBanking,2024-01-27
ORD104044,CUST00394,,Computers,8,223.81,0.18,Nashik,,2025-01-22
ORD104045,CUST01359,,Mobile,11,3239.73,0.47,Nashik,NetBanking,2024-04-25
ORD104046,CUST02443,,Mobile,11,2437.27,0.31,Delhi,NetBanking,2025-02-04
ORD104047,CUST00370,Keyboard,Mobile,-1,1859.43,0.39,Nashik,,2025-03-25
ORD104048,CUST00857,Monitor,Computers,14,950.64,0.36,Mumbai,NetBanking,2024-10-12
ORD104049,CUST00790,,Accessories,12,3219.83,0.31,Mumbai,NetBanking,2024-08-29
ORD104050,CUST00657,Tablet,,0,,0.02,Bengaluru,NetBanking,2024-07-21
ORD104051,CUST01392,Headphones,,0,-323.14,0.33,Hyderabad,,2024-06-09
ORD104052,CUST00383,Mouse,,0,2165.44,0.17,Pune,UPI,2024-02-22
ORD104053,CUST02109,Headphones,Mobile,0,1344.37,0.23,Hyderabad,,2024-08-10
ORD104054,CUST00238,Phone,,3,3813.97,0.43,Bengaluru,COD,2024-10-30
ORD104055,CUST00194,Mouse,Electronics,11,2251.31,0.48,Delhi,COD,2024-05-28
ORD104056,CUST02108,Monitor,,0,2105.91,0.35,Hyderabad,,2024-10-19
ORD104057,CUST01152,,Electronics,-2,2963.1,0.12,Delhi,,2024-12-13
ORD104058,CUST02015,Keyboard,Electronics,7,5012.38,0.16,Hyderabad,NetBanking,2024-11-21
ORD104059,CUST00155,Laptop,,10,3109.09,0.07,Mumbai,UPI,2024-02-14
ORD104060,CUST00922,Headphones,Mobile,6,1315.55,0.29,Delhi,,2024-02-12
ORD104061,CUST01609,Mouse,Computers,-1,164.58,0.46,Hyderabad,UPI,2025-04-13
ORD104062,CUST00974,,Mobile,7,4495.35,0.41,Mumbai,Card,2025-05-08
ORD104063,CUST01230,Monitor,Electronics,9,,0.27,Pune,UPI,2025-04-18
ORD104064,CUST02435,Laptop,Electronics,0,2467.52,0.47,,NetBanking,2024-09-19
ORD104065,CUST01814,Tablet,Mobile,-2,6024.07,0.45,Bengaluru,Card,2024-06-17
ORD104066,CUST00837,Monitor,Computers,12,-166.47,0.18,Hyderabad,,2024-11-24
ORD104067,CUST02007,Keyboard,Computers,10,824.48,0.27,Delhi,NetBanking,2024-12-11
ORD104068,CUST01363,Laptop,,4,2798.83,0.15,Pune,,2024-08-28
ORD104069,CUST02387,Laptop,Accessories,-1,1291.36,0.0,Delhi,,2025-04-30
ORD104070,CUST00203,Tablet,Electronics,8,2326.47,0.23,Nashik,,2024-11-22
ORD104071,CUST00160,,Computers,13,3137.68,0.38,,Card,2024-07-03
ORD104072,CUST00391,Laptop,,11,3353.88,0.32,Delhi,NetBanking,2024-12-27
ORD104073,CUST00768,Mouse,Electronics,12,4161.98,0.46,Pune,,2025-01-13
ORD104074,CUST01093,Laptop,Accessories,4,127.63,0.34,Delhi,Card,2024-01-28
ORD104075,CUST00404,Monitor,,6,4399.41,0.07,Nashik,NetBanking,2024-08-16
ORD104076,CUST00607,Mouse,Electronics,1,4519.95,0.13,,COD,2024-09-14
ORD104077,CUST01614,Laptop,Computers,3,3768.56,0.06,,,2025-03-17
ORD104078,CUST01540,Monitor,,7,802.59,0.4,Delhi,Card,2025-03-31
ORD104079,CUST01837,Monitor,Mobile,0,725.64,0.48,,COD,2025-01-19
ORD104080,CUST00689,Headphones,,-2,2944.9,0.11,Pune,COD,2024-08-02
ORD104081,CUST01240,Monitor,Mobile,3,3465.78,0.38,,Card,2024-10-27
ORD104082,CUST02103,Tablet,Computers,2,4263.19,0.22,,UPI,2024-06-20
ORD104083,CUST00365,Phone,Computers,12,1778.67,0.18,Mumbai,UPI,2025-02-23
ORD104084,CUST01722,Keyboard,,8,3439.91,0.49,,NetBanking,2024-06-18
ORD104085,CUST00454,Laptop,Accessories,10,3358.32,0.17,Pune,Card,2025-03-29
ORD104086,CUST00103,Tablet,,3,1518.36,0.33,Mumbai,Card,2025-03-22
ORD104087,CUST00076,Laptop,Electronics,2,1838.98,0.36,,COD,2024-09-27
ORD104088,CUST00229,Laptop,Accessories,-1,105.04,0.39,Mumbai,COD,2025-01-10
ORD104089,CUST01937,Monitor,Mobile,14,904.06,0.43,Bengaluru,,2024-07-25
ORD104090,CUST02378,Monitor,Electronics,9,1555.0,0.28,Hyderabad,COD,2024-03-31
ORD104091,CUST01205,Laptop,Accessories,9,3282.87,0.3,Pune,,2024-05-26
ORD104092,CUST00892,Phone,Mobile,11,5893.94,0.36,,UPI,2024-09-14
ORD104093,CUST01573,Mouse,Electronics,4,3227.18,0.07,Bengaluru,NetBanking,2024-05-15
ORD104094,CUST02074,Mouse,,11,633.11,0.1,Mumbai,NetBanking,2025-02-25
ORD104095,CUST01675,Keyboard,,4,1783.94,0.38,Delhi,Card,2024-09-23
ORD104096,CUST00298,Headphones,,6,4075.36,0.07,Mumbai,COD,2025-02-09
ORD104097,CUST00956,,,11,1295.33,0.34,Pune,Card,2024-02-09
ORD104098,CUST01114,Tablet,,14,4748.8,0.02,Pune,UPI,2024-11-04
ORD104099,CUST01474,Keyboard,Accessories,14,3526.79,0.17,Pune,,2024-11-10
ORD104100,CUST00364,,Computers,10,2122.71,0.33,Pune,UPI,2024-05-28
ORD104101,CUST01698,Laptop,Electronics,14,-369.66,0.35,,Card,2024-04-12
ORD104102,CUST00350,Tablet,Accessories,3,4011.25,0.32,Delhi,COD,2024-01-19
ORD104103,CUST02300,Laptop,Computers,9,3465.52,0.22,,Card,2024-05-21
ORD104104,CUST01904,Laptop,,3,3208.93,0.13,Bengaluru,COD,2025-01-18
ORD104105,CUST01011,Headphones,,0,6512.65,0.31,Nashik,COD,2024-08-31
