,survived,pclass,sex,age,fare,embarked,deck,embark_town,alive,alone
456,1,2,female,25.0,30.0,S,C,Southampton,yes,False
457,0,2,male,39.0,26.0,S,C,Southampton,no,True
458,0,2,male,34.0,26.0,S,C,Southampton,no,False
459,1,2,female,27.0,10.5,S,E,Southampton,yes,True
460,0,2,male,51.0,12.525,S,C,Southampton,no,True
461,1,2,male,0.83,18.75,S,C,Southampton,yes,False
462,0,2,male,19.0,36.75,S,C,Southampton,no,False
463,1,2,female,19.0,26.0,S,C,Southampton,yes,False
464,0,2,male,39.0,13.0,S,C,Southampton,no,True
465,0,2,male,36.0,10.5,S,C,Southampton,no,True
466,0,2,male,34.0,13.0,S,C,Southampton,no,True
467,0,2,male,24.0,13.0,S,C,Southampton,no,True
468,0,2,male,31.0,37.0042,C,C,Cherbourg,no,False
469,1,2,female,19.0,26.0,S,C,Southampton,yes,False
470,0,2,female,44.0,26.0,S,C,Southampton,no,False
471,1,2,female,29.0,26.0,S,C,Southampton,yes,False
472,0,2,male,28.0,13.5,S,C,Southampton,no,True
473,1,2,female,29.0,26.0,S,C,Southampton,yes,False
474,0,2,male,16.0,10.5,S,C,Southampton,no,True
475,1,2,female,24.0,27.0,S,C,Southampton,yes,False
476,1,2,female,17.0,10.5,S,C,Southampton,yes,True
477,1,2,female,6.0,33.0,S,C,Southampton,yes,False
478,1,2,female,33.0,26.0,S,C,Southampton,yes,False
479,0,2,male,23.0,10.5,S,C,Southampton,no,True
480,1,2,female,42.0,26.0,S,C,Southampton,yes,False
481,1,2,female,6.0,33.0,S,C,Southampton,yes,False
482,1,2,female,45.0,26.25,S,C,Southampton,yes,False
483,0,2,male,28.0,13.5,S,C,Southampton,no,True
484,1,2,female,22.0,41.5792,C,C,Cherbourg,yes,False
485,1,2,female,21.0,10.5,S,C,Southampton,yes,True
486,0,2,female,27.0,21.0,S,C,Southampton,no,False
487,1,2,female,14.0,30.0708,C,C,Cherbourg,yes,False
488,1,2,female,36.0,26.0,S,C,Southampton,yes,False
489,0,2,male,34.0,21.0,S,C,Southampton,no,False
490,0,2,male,36.0,10.5,S,C,Southampton,no,True
491,0,2,male,28.0,39.0,S,C,Southampton,no,False
492,0,2,male,39.0,13.0,S,C,Southampton,no,True
493,0,2,male,24.0,13.0,S,C,Southampton,no,True
494,0,2,male,30.0,13.0,S,C,Southampton,no,True
495,1,2,female,5.0,27.75,S,C,Southampton,yes,False
496,1,2,female,7.0,26.25,S,C,Southampton,yes,False
497,1,2,female,4.0,23.0,S,C,Southampton,yes,False
498,1,2,female,25.0,26.0,S,C,Southampton,yes,False
499,0,2,male,23.0,13.0,S,C,Southampton,no,True
500,0,2,male,25.0,13.0,S,C,Southampton,no,True
501,0,2,male,23.0,15.0458,C,C,Cherbourg,no,True
502,0,2,male,31.0,26.25,S,C,Southampton,no,False
503,1,2,female,45.0,26.25,S,C,Southampton,yes,False
504,1,2,female,40.0,15.75,S,C,Southampton,yes,True
505,1,2,female,50.0,10.5,S,C,Southampton,yes,True
506,0,2,male,18.0,13.0,S,C,Southampton,no,True
507,1,2,female,2.0,26.0,S,C,Southampton,yes,False
508,0,2,male,25.0,26.0,S,C,Southampton,no,False
509,1,2,female,8.0,26.25,S,C,Southampton,yes,False
510,1,2,female,40.0,13.0,S,C,Southampton,yes,True
511,0,2,male,28.0,0.0,S,C,Southampton,no,True
512,0,2,male,32.5,30.0708,C,C,Cherbourg,no,False
513,1,2,female,17.0,10.5,S,C,Southampton,yes,True
514,0,2,male,37.0,26.0,S,C,Southampton,no,False
515,1,2,male,42.0,13.0,S,C,Southampton,yes,True
516,1,2,female,4.0,23.0,S,C,Southampton,yes,False
517,1,2,female,22.0,41.5792,C,C,Cherbourg,yes,False
518,0,2,male,47.0,15.0,S,C,Southampton,no,True
519,1,2,male,8.0,36.75,S,C,Southampton,yes,False
520,0,2,male,21.0,73.5,S,C,Southampton,no,True
521,1,2,female,50.0,10.5,S,C,Southampton,yes,True
522,1,2,male,0.83,18.75,S,C,Southampton,yes,False
523,1,2,female,4.0,23.0,S,C,Southampton,yes,False
524,0,2,male,29.0,10.5,S,C,Southampton,no,True
525,0,2,male,18.0,11.5,S,C,Southampton,no,True
526,0,2,male,51.0,12.525,S,C,Southampton,no,True
527,0,2,male,25.0,13.0,S,C,Southampton,no,True
528,1,2,male,28.0,10.5,S,C,Southampton,yes,True
529,1,2,female,22.0,41.5792,C,C,Cherbourg,yes,False
530,1,2,male,1.0,37.0042,C,C,Cherbourg,yes,False
531,1,2,female,5.0,27.75,S,C,Southampton,yes,False
532,1,2,female,17.0,10.5,S,C,Southampton,yes,True
533,1,2,female,13.0,19.5,S,C,Southampton,yes,False
534,1,2,female,3.0,41.5792,C,C,Cherbourg,yes,False
535,1,2,female,50.0,10.5,S,C,Southampton,yes,True
536,0,2,male,30.0,13.0,S,C,Southampton,no,True
537,1,2,female,45.0,26.25,S,C,Southampton,yes,False
538,1,2,female,50.0,10.5,S,C,Southampton,yes,True
539,0,2,female,24.0,13.0,S,C,Southampton,no,True
540,0,2,male,24.0,73.5,S,C,Southampton,no,False
541,0,2,female,44.0,26.0,S,C,Southampton,no,False
542,1,2,female,23.0,13.7917,C,D,Cherbourg,yes,True
543,0,2,male,50.0,13.0,S,C,Southampton,no,True
544,1,2,female,40.0,13.0,S,C,Southampton,yes,True
545,0,2,male,25.0,26.0,S,C,Southampton,no,False
546,1,2,female,50.0,10.5,S,C,Southampton,yes,True
547,1,2,female,45.0,26.25,S,C,Southampton,yes,False
548,0,2,male,23.0,15.0458,C,C,Cherbourg,no,True
549,1,2,male,0.67,14.5,S,C,Southampton,yes,False
550,0,2,male,24.0,73.5,S,C,Southampton,no,False
551,1,2,female,19.0,26.0,S,C,Southampton,yes,True
552,0,2,male,21.0,73.5,S,C,Southampton,no,True
553,1,2,female,40.0,13.0,S,C,Southampton,yes,True
554,0,2,female,24.0,13.0,S,C,Southampton,no,True
555,1,2,female,40.0,13.0,S,C,Southampton,yes,True
556,1,2,female,28.0,24.0,C,C,Cherbourg,yes,False
557,0,2,male,26.0,10.5,S,C,Southampton,no,True
558,0,2,male,39.0,13.0,S,C,Southampton,no,True
559,0,2,male,19.0,10.5,S,C,Southampton,no,True
560,1,2,female,13.0,19.5,S,C,Southampton,yes,False
561,1,2,female,25.0,30.0,S,C,Southampton,yes,False
562,1,2,female,40.0,15.75,S,C,Southampton,yes,True
563,1,2,female,17.0,10.5,S,C,Southampton,yes,True
564,1,2,female,29.0,10.5,S,F,Southampton,yes,True
565,1,2,female,24.0,65.0,S,C,Southampton,yes,False
566,1,2,female,33.0,26.0,S,C,Southampton,yes,False
567,0,2,male,28.0,39.0,S,C,Southampton,no,False
568,0,2,male,31.0,26.25,S,C,Southampton,no,False
569,1,2,female,36.0,13.0,S,C,Southampton,yes,True
570,1,2,female,30.0,21.0,S,C,Southampton,yes,False
571,0,2,male,25.0,26.0,S,C,Southampton,no,False
572,1,2,female,19.0,26.0,S,C,Southampton,yes,True
573,0,2,male,36.5,26.0,S,F,Southampton,no,False
574,0,2,male,23.0,15.0458,C,C,Cherbourg,no,True
575,0,2,male,19.0,13.0,S,C,Southampton,no,True
576,1,2,male,8.0,36.75,S,C,Southampton,yes,False
577,1,2,female,40.0,13.0,S,C,Southampton,yes,True
578,1,2,female,50.0,10.5,S,C,Southampton,yes,True
579,1,2,female,21.0,10.5,S,C,Southampton,yes,True
580,1,2,female,29.0,10.5,S,F,Southampton,yes,True
581,1,2,female,13.0,19.5,S,C,Southampton,yes,False
582,0,2,male,28.0,12.35,Q,C,Queenstown,no,True
583,1,2,female,41.0,19.5,S,C,Southampton,yes,False
584,0,2,male,52.0,13.5,S,C,Southampton,no,True
585,1,2,female,4.0,39.0,S,F,Southampton,yes,False
586,1,2,female,40.0,15.75,S,C,Southampton,yes,True
587,1,2,female,19.0,26.0,S,C,Southampton,yes,False
588,0,2,male,30.0,24.0,C,C,Cherbourg,no,False
589,0,2,male,18.0,11.5,S,C,Southampton,no,True
590,1,2,female,29.0,26.0,S,C,Southampton,yes,False
591,1,2,male,28.0,13.8625,C,C,Cherbourg,yes,True
592,0,2,male,18.0,13.0,S,C,Southampton,no,True
593,1,2,female,22.0,41.5792,C,C,Cherbourg,yes,False
594,0,2,male,28.0,13.5,S,C,Southampton,no,True
595,1,2,female,13.0,19.5,S,C,Southampton,yes,False
596,1,2,female,29.0,26.0,S,C,Southampton,yes,False
597,1,2,female,29.0,26.0,S,C,Southampton,yes,False
598,0,2,male,34.0,21.0,S,C,Southampton,no,False
599,1,2,female,4.0,39.0,S,F,Southampton,yes,False
