citric acid,alcohol,volatile acidity,avg_volatile_acidity,Avg_FixedAcidity,Avg_Sulphates,quality
0.09,10.2,0.685,0.53337,8.1888,0.61958,5
0.0,9.5,0.28,0.53337,8.1888,0.61958,5
0.24,9.2,0.3,0.53337,8.1888,0.61958,5
0.2,9.3,0.36,0.53337,8.1888,0.61958,5
0.01,9.8,0.36,0.53337,8.1888,0.61958,5
0.23,9.4,0.44,0.53337,8.1888,0.61958,5
0.19,9.4,0.67,0.53337,8.1888,0.61958,5
0.04,9.9,0.67,0.53337,8.1888,0.61958,5
0.08,9.2,0.645,0.53337,8.1888,0.61958,5
0.07,9.8,0.32,0.53337,8.1888,0.61958,5
0.14,10.1,0.39,0.53337,8.1888,0.61958,5
0.47,10.5,0.775,0.53337,8.1888,0.61958,5
0.2,9.2,0.41,0.53337,8.1888,0.61958,5
0.23,9.2,0.4,0.53337,8.1888,0.61958,5
0.17,10.4,0.69,0.53337,8.1888,0.61958,5
0.26,9.2,0.39,0.53337,8.1888,0.61958,5
0.17,9.5,0.35,0.53337,8.1888,0.61958,5
0.28,9.7,0.52,0.53337,8.1888,0.61958,5
0.61,9.0,0.34,0.53337,8.1888,0.61958,5
0.59,9.6,0.35,0.53337,8.1888,0.61958,5
0.22,9.5,0.69,0.53337,8.1888,0.61958,5
0.25,10.3,0.52,0.5232100000000001,8.32,0.67376,6
0.34,9.1,0.44,0.5232100000000001,8.32,0.67376,6
0.0,11.9,0.44,0.5232100000000001,8.32,0.67376,6
0.68,10.0,0.26,0.5232100000000001,8.32,0.67376,6
0.31,9.5,0.24,0.5232100000000001,8.32,0.67376,6
0.14,11.5,0.49,0.5232100000000001,8.32,0.67376,6
0.32,11.0,0.24,0.5232100000000001,8.32,0.67376,6
0.51,9.8,0.67,0.5232100000000001,8.32,0.67376,6
0.07,11.7,0.59,0.5232100000000001,8.32,0.67376,6
0.59,11.0,0.29,0.5232100000000001,8.32,0.67376,6
0.74,8.4,0.42,0.5232100000000001,8.32,0.67376,6
0.12,9.8,0.59,0.5232100000000001,8.32,0.67376,6
0.4,11.9,0.4,0.5232100000000001,8.32,0.67376,6
0.02,10.6,0.51,0.5232100000000001,8.32,0.67376,6
0.53,9.6,0.51,0.5232100000000001,8.32,0.67376,6
0.1,10.8,0.655,0.5232100000000001,8.32,0.67376,6
0.22,10.6,0.6,0.5232100000000001,8.32,0.67376,6
0.24,9.5,0.61,0.5232100000000001,8.32,0.67376,6
0.28,11.0,0.21,0.5232100000000001,8.32,0.67376,6
0.22,9.5,0.365,0.5232100000000001,8.32,0.67376,6
0.21,9.23333333333333,0.25,0.5232100000000001,8.32,0.67376,6
0.28,9.4,0.41,0.5232100000000001,8.32,0.67376,6
0.29,11.5,0.39,0.5232100000000001,8.32,0.67376,6
0.34,10.5,0.4,0.5232100000000001,8.32,0.67376,6
0.22,9.6,0.43,0.5232100000000001,8.32,0.67376,6
0.08,9.6,0.64,0.5232100000000001,8.32,0.67376,6
0.4,10.9,0.365,0.5232100000000001,8.32,0.67376,6
0.04,10.0,0.38,0.5232100000000001,8.32,0.67376,6
0.04,10.4,0.42,0.5232100000000001,8.32,0.67376,6
0.24,11.1,0.63,0.5232100000000001,8.32,0.67376,6
0.52,9.0,0.22,0.5232100000000001,8.32,0.67376,6
0.33,12.2,0.38,0.5232100000000001,8.32,0.67376,6
0.46,11.3,0.38,0.5232100000000001,8.32,0.67376,6
0.46,12.3,0.27,0.5232100000000001,8.32,0.67376,6
0.18,10.2,0.48,0.5232100000000001,8.32,0.67376,6
0.45,9.2,0.22,0.5232100000000001,8.32,0.67376,6
0.54,9.2,0.63,0.5232100000000001,8.32,0.67376,6
0.4,10.2,0.825,0.5232100000000001,8.32,0.67376,6
0.23,12.5,0.35,0.5232100000000001,8.32,0.67376,6
0.49,11.0,0.5,0.5232100000000001,8.32,0.67376,6
0.26,9.3,0.59,0.5232100000000001,8.32,0.67376,6
0.21,9.3,0.46,0.5232100000000001,8.32,0.67376,6
0.08,11.4,0.715,0.5232100000000001,8.32,0.67376,6
0.13,12.4,0.66,0.5232100000000001,8.32,0.67376,6
0.45,12.0,0.31,0.5232100000000001,8.32,0.67376,6
0.24,10.0,0.47,0.5232100000000001,8.32,0.67376,6
0.1,9.5,0.55,0.5232100000000001,8.32,0.67376,6
0.02,11.8,0.31,0.5232100000000001,8.32,0.67376,6
0.23,11.2,0.35,0.5232100000000001,8.32,0.67376,6
0.62,9.7,0.53,0.5232100000000001,8.32,0.67376,6
0.0,10.4,0.51,0.5232100000000001,8.32,0.67376,6
0.31,10.2,0.43,0.5232100000000001,8.32,0.67376,6
0.43,9.7,0.46,0.5232100000000001,8.32,0.67376,6
0.04,9.4,1.04,0.5232100000000001,8.32,0.67376,6
0.43,10.1,0.645,0.5232100000000001,8.32,0.67376,6
0.34,10.7,0.645,0.5232100000000001,8.32,0.67376,6
0.37,10.4,0.53,0.5232100000000001,8.32,0.67376,6
0.22,9.9,0.645,0.5232100000000001,8.32,0.67376,6
0.41,11.0,0.53,0.5232100000000001,8.32,0.67376,6
0.49,10.3,0.47,0.5232100000000001,8.32,0.67376,6
0.19,10.5,0.6,0.5232100000000001,8.32,0.67376,6
0.66,9.8,0.44,0.5232100000000001,8.32,0.67376,6
0.63,10.8,0.54,0.5232100000000001,8.32,0.67376,6
0.0,11.4,0.29,0.5232100000000001,8.32,0.67376,6
0.14,10.8,0.47,0.5232100000000001,8.32,0.67376,6
0.39,11.5,0.6,0.5232100000000001,8.32,0.67376,6
0.06,10.7,0.7,0.5232100000000001,8.32,0.67376,6
0.41,11.4,0.7,0.5232100000000001,8.32,0.67376,6
0.13,11.2,0.5,0.5232100000000001,8.32,0.67376,6
0.24,10.1,0.36,0.5232100000000001,8.32,0.67376,6
0.44,10.5,0.35,0.5232100000000001,8.32,0.67376,6
0.42,10.5,0.36,0.5232100000000001,8.32,0.67376,6
0.11,10.1,0.24,0.5232100000000001,8.32,0.67376,6
0.51,9.2,0.59,0.5232100000000001,8.32,0.67376,6
0.01,9.5,0.34,0.5232100000000001,8.32,0.67376,6
0.04,9.4,0.27,0.5232100000000001,8.32,0.67376,6
0.3,10.5,0.5,0.5232100000000001,8.32,0.67376,6
0.58,10.0,0.44,0.5232100000000001,8.32,0.67376,6
0.24,10.6,0.47,0.5232100000000001,8.32,0.67376,6
0.49,11.4,0.31,0.5232100000000001,8.32,0.67376,6
0.04,10.8,0.5,0.5232100000000001,8.32,0.67376,6
0.42,9.5,0.5,0.5232100000000001,8.32,0.67376,6
0.29,12.0,0.49,0.5232100000000001,8.32,0.67376,6
0.15,9.6,0.28,0.5232100000000001,8.32,0.67376,6
0.08,9.5,0.33,0.5232100000000001,8.32,0.67376,6
0.44,9.7,0.51,0.5232100000000001,8.32,0.67376,6
0.02,12.8,0.31,0.5232100000000001,8.32,0.67376,6
0.33,10.2,0.73,0.5232100000000001,8.32,0.67376,6
0.0,10.7,0.42,0.5232100000000001,8.32,0.67376,6
0.0,12.9,0.29,0.5232100000000001,8.32,0.67376,6
0.0,9.4,0.45,0.5232100000000001,8.32,0.67376,6
0.0,10.0,0.39,0.5232100000000001,8.32,0.67376,6
0.26,9.2,0.45,0.5232100000000001,8.32,0.67376,6
0.6,12.4,0.49,0.5232100000000001,8.32,0.67376,6
0.49,11.7,0.72,0.5232100000000001,8.32,0.67376,6
0.24,10.0,0.595,0.5232100000000001,8.32,0.67376,6
0.56,11.4,0.4,0.5232100000000001,8.32,0.67376,6
0.37,11.2,0.58,0.5232100000000001,8.32,0.67376,6
0.37,12.7,0.585,0.5232100000000001,8.32,0.67376,6
0.03,11.5,0.59,0.5232100000000001,8.32,0.67376,6
0.07,10.7,0.915,0.5232100000000001,8.32,0.67376,6
0.0,11.2,0.46,0.5232100000000001,8.32,0.67376,6
0.55,10.4,0.835,0.5232100000000001,8.32,0.67376,6
0.08,9.2,0.46,0.5232100000000001,8.32,0.67376,6
0.33,11.9,0.58,0.5232100000000001,8.32,0.67376,6
0.36,10.0,0.6,0.5232100000000001,8.32,0.67376,6
0.23,9.5,0.41,0.5232100000000001,8.32,0.67376,6
0.07,10.4,0.48,0.5232100000000001,8.32,0.67376,6
0.12,13.3,0.65,0.5232100000000001,8.32,0.67376,6
0.31,9.5,0.36,0.5232100000000001,8.32,0.67376,6
0.51,9.3,0.24,0.5232100000000001,8.32,0.67376,6
0.36,9.5,0.38,0.5232100000000001,8.32,0.67376,6
0.37,9.0,0.64,0.5232100000000001,8.32,0.67376,6
0.39,11.0,0.39,0.5232100000000001,8.32,0.67376,6
0.21,9.25,0.755,0.5232100000000001,8.32,0.67376,6
0.24,9.6,0.6,0.5232100000000001,8.32,0.67376,6
0.32,11.0,0.6,0.5232100000000001,8.32,0.67376,6
0.31,10.5,0.31,0.5232100000000001,8.32,0.67376,6
0.47,10.8,0.46,0.5232100000000001,8.32,0.67376,6
0.0,10.9,0.37,0.5232100000000001,8.32,0.67376,6
0.46,10.1,0.54,0.5232100000000001,8.32,0.67376,6
0.0,11.4,0.56,0.5232100000000001,8.32,0.67376,6
0.56,11.6,0.58,0.5232100000000001,8.32,0.67376,6
0.09,10.4,0.51,0.5232100000000001,8.32,0.67376,6
0.01,11.8,0.69,0.5232100000000001,8.32,0.67376,6
0.49,10.7,0.69,0.5232100000000001,8.32,0.67376,6
0.57,12.5,0.6,0.5232100000000001,8.32,0.67376,6
0.59,12.0,0.6,0.5232100000000001,8.32,0.67376,6
0.48,9.3,0.54,0.5232100000000001,8.32,0.67376,6
0.4,11.9,0.685,0.5232100000000001,8.32,0.67376,6
0.64,12.5,0.54,0.5232100000000001,8.32,0.67376,6
0.31,9.5,0.28,0.5232100000000001,8.32,0.67376,6
0.37,12.1,0.41,0.5232100000000001,8.32,0.67376,6
0.26,9.5,0.935,0.5232100000000001,8.32,0.67376,6
0.31,10.1,0.35,0.5232100000000001,8.32,0.67376,6
0.0,10.7,0.84,0.5232100000000001,8.32,0.67376,6
0.29,9.5,0.88,0.5232100000000001,8.32,0.67376,6
0.0,12.5,0.885,0.5232100000000001,8.32,0.67376,6
0.47,10.0,0.915,0.5232100000000001,8.32,0.67376,6
0.4,12.2,0.29,0.5232100000000001,8.32,0.67376,6
0.64,11.7,0.54,0.5232100000000001,8.32,0.67376,6
0.0,10.0,0.59,0.5232100000000001,8.32,0.67376,6
0.18,9.0,0.54,0.5232100000000001,8.32,0.67376,6
0.0,9.4,0.59,0.5232100000000001,8.32,0.67376,6
0.33,10.7,0.54,0.5232100000000001,8.32,0.67376,6
0.63,10.9,0.64,0.5232100000000001,8.32,0.67376,6
0.05,9.9,0.67,0.5232100000000001,8.32,0.67376,6
0.3,9.5,0.845,0.5232100000000001,8.32,0.67376,6
0.16,11.2,0.48,0.5232100000000001,8.32,0.67376,6
0.08,10.4,0.42,0.5232100000000001,8.32,0.67376,6
0.07,11.3,0.43,0.5232100000000001,8.32,0.67376,6
0.48,9.4,0.88,0.5232100000000001,8.32,0.67376,6
0.0,10.0,0.36,0.5232100000000001,8.32,0.67376,6
0.0,11.5,0.33,0.5232100000000001,8.32,0.67376,6
0.64,11.2,0.47,0.5232100000000001,8.32,0.67376,6
0.31,9.5,0.55,0.5232100000000001,8.32,0.67376,6
0.32,9.8,0.43,0.5232100000000001,8.32,0.67376,6
0.0,9.3,0.5,0.5232100000000001,8.32,0.67376,6
0.44,10.0,0.52,0.5232100000000001,8.32,0.67376,6
0.48,9.7,0.84,0.5232100000000001,8.32,0.67376,6
0.07,10.8,0.52,0.5232100000000001,8.32,0.67376,6
0.09,11.8,0.42,0.5232100000000001,8.32,0.67376,6
0.42,10.4,0.57,0.5232100000000001,8.32,0.67376,6
0.01,10.8,0.28,0.5232100000000001,8.32,0.67376,6
0.26,9.8,0.4,0.5232100000000001,8.32,0.67376,6
0.34,11.8,0.59,0.5232100000000001,8.32,0.67376,6
0.27,9.8,0.49,0.5232100000000001,8.32,0.67376,6
0.35,10.3,0.34,0.5232100000000001,8.32,0.67376,6
0.03,12.7,0.73,0.5232100000000001,8.32,0.67376,6
0.49,10.5,0.34,0.5232100000000001,8.32,0.67376,6
0.2,10.5,0.4,0.5232100000000001,8.32,0.67376,6
0.28,9.9,0.73,0.5232100000000001,8.32,0.67376,6
0.03,9.8,1.24,0.5232100000000001,8.32,0.67376,6
0.12,9.5,0.73,0.5232100000000001,8.32,0.67376,6
0.14,9.7,0.4,0.5232100000000001,8.32,0.67376,6
0.15,11.6,0.41,0.5232100000000001,8.32,0.67376,6
0.47,10.3,0.4,0.5232100000000001,8.32,0.67376,6
0.43,10.4,0.8,0.5232100000000001,8.32,0.67376,6
0.2,9.6,0.78,0.5232100000000001,8.32,0.67376,6
0.42,11.4,0.26,0.5232100000000001,8.32,0.67376,6
0.55,10.9,0.43,0.5232100000000001,8.32,0.67376,6
0.45,12.5,0.45,0.5232100000000001,8.32,0.67376,6
0.35,10.5,0.46,0.5232100000000001,8.32,0.67376,6
0.29,11.0,0.78,0.5232100000000001,8.32,0.67376,6
0.18,10.2,0.98,0.5232100000000001,8.32,0.67376,6
0.6,10.1,0.78,0.5232100000000001,8.32,0.67376,6
0.02,12.6,0.65,0.5232100000000001,8.32,0.67376,6
0.25,9.8,0.64,0.5232100000000001,8.32,0.67376,6
0.08,10.2,0.66,0.5232100000000001,8.32,0.67376,6
0.69,10.8,0.38,0.5232100000000001,8.32,0.67376,6
0.0,9.9,1.185,0.5232100000000001,8.32,0.67376,6
0.42,9.5,0.92,0.5232100000000001,8.32,0.67376,6
0.52,9.5,0.49,0.5232100000000001,8.32,0.67376,6
0.21,9.7,0.48,0.5232100000000001,8.32,0.67376,6
0.02,10.4,0.47,0.5232100000000001,8.32,0.67376,6
0.01,10.9,0.47,0.5232100000000001,8.32,0.67376,6
0.25,12.1,0.65,0.5232100000000001,8.32,0.67376,6
0.31,9.9,0.65,0.5232100000000001,8.32,0.67376,6
0.39,10.7,0.615,0.5232100000000001,8.32,0.67376,6
0.03,10.9,0.38,0.5232100000000001,8.32,0.67376,6
0.32,11.2,1.02,0.5232100000000001,8.32,0.67376,6
0.37,9.4,0.65,0.5232100000000001,8.32,0.67376,6
0.39,10.9,0.64,0.5232100000000001,8.32,0.67376,6
0.23,9.3,0.38,0.5232100000000001,8.32,0.67376,6
0.42,11.5,0.765,0.5232100000000001,8.32,0.67376,6
0.24,9.0,1.035,0.5232100000000001,8.32,0.67376,6
0.01,10.7,0.78,0.5232100000000001,8.32,0.67376,6
0.06,9.6,0.49,0.5232100000000001,8.32,0.67376,6
0.42,11.6,0.545,0.5232100000000001,8.32,0.67376,6
0.29,11.5,0.31,0.5232100000000001,8.32,0.67376,6
0.0,12.5,1.025,0.5232100000000001,8.32,0.67376,6
0.08,9.6,0.565,0.5232100000000001,8.32,0.67376,6
0.05,10.8,0.69,0.5232100000000001,8.32,0.67376,6
0.19,10.0,0.43,0.5232100000000001,8.32,0.67376,6
0.43,12.2,0.74,0.5232100000000001,8.32,0.67376,6
0.05,10.3,0.49,0.5232100000000001,8.32,0.67376,6
0.02,10.9,0.43,0.5232100000000001,8.32,0.67376,6
0.3,11.9,0.46,0.5232100000000001,8.32,0.67376,6
0.57,11.4,0.56,0.5232100000000001,8.32,0.67376,6
0.18,9.2,0.66,0.5232100000000001,8.32,0.67376,6
0.27,12.0,0.56,0.5232100000000001,8.32,0.67376,6
0.02,11.0666666666667,0.48,0.5232100000000001,8.32,0.67376,6
0.02,11.0,0.42,0.5232100000000001,8.32,0.67376,6
0.19,9.8,0.31,0.5232100000000001,8.32,0.67376,6
0.09,10.8,1.115,0.5232100000000001,8.32,0.67376,6
0.06,10.7,0.66,0.5232100000000001,8.32,0.67376,6
0.31,11.6,0.72,0.5232100000000001,8.32,0.67376,6
0.58,11.5,0.57,0.5232100000000001,8.32,0.67376,6
0.34,9.5,0.57,0.5232100000000001,8.32,0.67376,6
0.06,10.3,0.865,0.5232100000000001,8.32,0.67376,6
0.19,9.6,0.55,0.5232100000000001,8.32,0.67376,6
0.12,10.4,0.875,0.5232100000000001,8.32,0.67376,6
0.0,11.3,0.835,0.5232100000000001,8.32,0.67376,6
0.46,10.6,0.45,0.5232100000000001,8.32,0.67376,6
0.68,9.1,0.56,0.5232100000000001,8.32,0.67376,6
0.64,10.2,0.965,0.5232100000000001,8.32,0.67376,6
0.21,9.8,0.965,0.5232100000000001,8.32,0.67376,6
0.33,11.0,0.59,0.5232100000000001,8.32,0.67376,6
0.18,9.6,0.46,0.5232100000000001,8.32,0.67376,6
0.22,10.2,0.69,0.5232100000000001,8.32,0.67376,6
0.2,9.2,0.76,0.5232100000000001,8.32,0.67376,6
0.37,12.0,0.53,0.5232100000000001,8.32,0.67376,6
0.08,9.5,0.615,0.5232100000000001,8.32,0.67376,6
0.0,9.4,0.41,0.5232100000000001,8.32,0.67376,6
0.54,12.5,0.39,0.5232100000000001,8.32,0.67376,6
0.03,10.0,0.51,0.5232100000000001,8.32,0.67376,6
0.0,11.4,0.34,0.5232100000000001,8.32,0.67376,6
0.49,12.7,0.33,0.5232100000000001,8.32,0.67376,6
0.5,11.0,0.5,0.5232100000000001,8.32,0.67376,6
0.51,9.4,0.51,0.5232100000000001,8.32,0.67376,6
0.49,10.1,0.65,0.5232100000000001,8.32,0.67376,6
0.27,11.1,0.65,0.5232100000000001,8.32,0.67376,6
0.0,11.5,0.54,0.5232100000000001,8.32,0.67376,6
0.1,9.55,0.65,0.5232100000000001,8.32,0.67376,6
0.13,9.7,0.48,0.5232100000000001,8.32,0.67376,6
0.53,12.4,0.91,0.5232100000000001,8.32,0.67376,6
0.53,9.1,0.98,0.5232100000000001,8.32,0.67376,6
0.04,9.4,0.87,0.5232100000000001,8.32,0.67376,6
0.51,10.1,0.87,0.5232100000000001,8.32,0.67376,6
0.03,10.4,0.42,0.5232100000000001,8.32,0.67376,6
0.08,9.8,0.58,0.5232100000000001,8.32,0.67376,6
0.32,11.8,0.655,0.5232100000000001,8.32,0.67376,6
0.17,9.2,0.7,0.5232100000000001,8.32,0.67376,6
0.24,10.7,0.655,0.5232100000000001,8.32,0.67376,6
0.12,11.8,0.68,0.5232100000000001,8.32,0.67376,6
0.4,10.0333333333333,0.67,0.5232100000000001,8.32,0.67376,6
0.08,11.1,0.59,0.5232100000000001,8.32,0.67376,6
0.4,10.6,0.6,0.5232100000000001,8.32,0.67376,6
0.17,12.9,0.59,0.5232100000000001,8.32,0.67376,6
0.49,11.0,0.72,0.5232100000000001,8.32,0.67376,6
0.42,12.4,0.59,0.5232100000000001,8.32,0.67376,6
0.02,10.8,0.685,0.5232100000000001,8.32,0.67376,6
0.41,9.3,0.57,0.5232100000000001,8.32,0.67376,6
0.42,10.5,0.4,0.5232100000000001,8.32,0.67376,6
0.23,10.2,0.4,0.5232100000000001,8.32,0.67376,6
0.27,11.3,1.0,0.5232100000000001,8.32,0.67376,6
0.49,10.0,0.765,0.5232100000000001,8.32,0.67376,6
0.07,9.6,0.635,0.5232100000000001,8.32,0.67376,6
0.25,10.1,0.43,0.5232100000000001,8.32,0.67376,6
0.49,10.7,0.52,0.5232100000000001,8.32,0.67376,6
0.15,10.5,0.57,0.5232100000000001,8.32,0.67376,6
0.01,11.3,0.46,0.5232100000000001,8.32,0.67376,6
0.49,10.0,0.82,0.5232100000000001,8.32,0.67376,6
0.66,11.5,0.46,0.5232100000000001,8.32,0.67376,6
0.3,10.4,0.59,0.5232100000000001,8.32,0.67376,6
0.07,9.7,0.35,0.5232100000000001,8.32,0.67376,6
0.49,11.9,0.35,0.5232100000000001,8.32,0.67376,6
0.5,13.6,0.56,0.5232100000000001,8.32,0.67376,6
0.58,11.3,0.56,0.5232100000000001,8.32,0.67376,6
0.1,9.7,0.63,0.5232100000000001,8.32,0.67376,6
0.1,11.2,0.37,0.5232100000000001,8.32,0.67376,6
0.56,10.9,0.64,0.5232100000000001,8.32,0.67376,6
0.13,9.2,0.61,0.5232100000000001,8.32,0.67376,6
0.0,14.0,0.6,0.5232100000000001,8.32,0.67376,6
0.22,9.9,0.27,0.5232100000000001,8.32,0.67376,6
0.12,10.4,0.89,0.5232100000000001,8.32,0.67376,6
0.1,10.2,0.46,0.5232100000000001,8.32,0.67376,6
0.26,13.5,0.37,0.5232100000000001,8.32,0.67376,6
0.42,11.9,0.5,0.5232100000000001,8.32,0.67376,6
0.0,11.5,0.5,0.5232100000000001,8.32,0.67376,6
0.5,9.5,0.61,0.5232100000000001,8.32,0.67376,6
0.31,10.0,0.55,0.5232100000000001,8.32,0.67376,6
0.15,10.2,0.585,0.5232100000000001,8.32,0.67376,6
0.0,11.1,0.56,0.5232100000000001,8.32,0.67376,6
0.4,11.8,0.52,0.5232100000000001,8.32,0.67376,6
0.69,12.8,0.28,0.5232100000000001,8.32,0.67376,6
0.49,11.7,0.25,0.5232100000000001,8.32,0.67376,6
0.0,10.4,0.28,0.5232100000000001,8.32,0.67376,6
0.11,9.5,0.53,0.5232100000000001,8.32,0.67376,6
0.55,10.3,0.48,0.5232100000000001,8.32,0.67376,6
0.02,9.4,0.49,0.5232100000000001,8.32,0.67376,6
0.13,9.1,0.5,0.5232100000000001,8.32,0.67376,6
0.48,10.9,0.45,0.5232100000000001,8.32,0.67376,6
0.44,12.2,0.39,0.5232100000000001,8.32,0.67376,6
0.05,11.5,0.41,0.5232100000000001,8.32,0.67376,6
0.65,11.8,0.45,0.5232100000000001,8.32,0.67376,6
0.45,11.4,0.51,0.5232100000000001,8.32,0.67376,6
0.24,11.7,0.29,0.5232100000000001,8.32,0.67376,6
0.51,10.4,0.715,0.5232100000000001,8.32,0.67376,6
0.31,10.6,0.66,0.5232100000000001,8.32,0.67376,6
0.02,9.5,0.685,0.5232100000000001,8.32,0.67376,6
0.09,11.3,0.42,0.5232100000000001,8.32,0.67376,6
0.32,12.9,0.54,0.5232100000000001,8.32,0.67376,6
0.22,11.2,0.54,0.5232100000000001,8.32,0.67376,6
0.0,12.2,0.48,0.5232100000000001,8.32,0.67376,6
0.0,12.5,0.46,0.5232100000000001,8.32,0.67376,6
0.0,10.0,0.27,0.5232100000000001,8.32,0.67376,6
0.3,10.0,0.46,0.5232100000000001,8.32,0.67376,6
0.02,9.7,0.57,0.5232100000000001,8.32,0.67376,6
0.0,11.3,0.61,0.5232100000000001,8.32,0.67376,6
0.0,9.7,0.685,0.5232100000000001,8.32,0.67376,6
0.21,10.1,0.61,0.5232100000000001,8.32,0.67376,6
0.46,10.4,0.44,0.5232100000000001,8.32,0.67376,6
0.14,10.5,0.47,0.5232100000000001,8.32,0.67376,6
0.11,11.4,0.685,0.5232100000000001,8.32,0.67376,6
0.68,13.4,0.665,0.5232100000000001,8.32,0.67376,6
0.3,10.2,0.28,0.5232100000000001,8.32,0.67376,6
0.06,9.9,0.28,0.5232100000000001,8.32,0.67376,6
0.02,9.7,0.31,0.5232100000000001,8.32,0.67376,6
0.19,9.56666666666667,0.5,0.5232100000000001,8.32,0.67376,6
0.54,11.3,0.42,0.5232100000000001,8.32,0.67376,6
0.15,12.8,0.66,0.5232100000000001,8.32,0.67376,6
0.24,11.0,0.5,0.5232100000000001,8.32,0.67376,6
0.27,12.0,0.685,0.5232100000000001,8.32,0.67376,6
0.49,9.8,0.25,0.5232100000000001,8.32,0.67376,6
0.04,10.9,0.64,0.5232100000000001,8.32,0.67376,6
0.3,9.5,0.64,0.5232100000000001,8.32,0.67376,6
0.17,10.3,0.68,0.5232100000000001,8.32,0.67376,6
0.24,10.0,0.64,0.5232100000000001,8.32,0.67376,6
0.33,10.1,0.63,0.5232100000000001,8.32,0.67376,6
0.56,11.8,0.43,0.5232100000000001,8.32,0.67376,6
0.44,11.4,0.43,0.5232100000000001,8.32,0.67376,6
0.47,12.0,0.42,0.5232100000000001,8.32,0.67376,6
0.02,10.5,0.36,0.5232100000000001,8.32,0.67376,6
0.09,11.5,0.36,0.5232100000000001,8.32,0.67376,6
0.0,10.8,0.735,0.5232100000000001,8.32,0.67376,6
0.0,10.7,0.36,0.5232100000000001,8.32,0.67376,6
0.13,9.9,0.26,0.5232100000000001,8.32,0.67376,6
0.49,10.4,0.28,0.5232100000000001,8.32,0.67376,6
0.08,10.2,0.56,0.5232100000000001,8.32,0.67376,6
0.0,12.3,0.62,0.5232100000000001,8.32,0.67376,6
0.25,10.5,1.01,0.5232100000000001,8.32,0.67376,6
0.42,11.2,0.42,0.5232100000000001,8.32,0.67376,6
0.31,9.9,0.62,0.5232100000000001,8.32,0.67376,6
0.5,11.8,0.62,0.5232100000000001,8.32,0.67376,6
0.44,11.5,0.635,0.5232100000000001,8.32,0.67376,6
0.45,14.0,0.49,0.5232100000000001,8.32,0.67376,6
0.33,11.1,0.51,0.5232100000000001,8.32,0.67376,6
0.54,10.5,0.56,0.5232100000000001,8.32,0.67376,6
0.31,9.4,0.63,0.5232100000000001,8.32,0.67376,6
0.24,12.8,0.715,0.5232100000000001,8.32,0.67376,6
0.45,9.3,0.56,0.5232100000000001,8.32,0.67376,6
0.21,10.1,0.35,0.5232100000000001,8.32,0.67376,6
0.13,11.0,0.21,0.5232100000000001,8.32,0.67376,6
0.49,12.4,0.38,0.5232100000000001,8.32,0.67376,6
0.18,10.3,0.31,0.5232100000000001,8.32,0.67376,6
0.32,12.6,0.47,0.5232100000000001,8.32,0.67376,6
0.24,9.4,0.715,0.5232100000000001,8.32,0.67376,6
0.63,10.8,0.61,0.5232100000000001,8.32,0.67376,6
0.0,9.2,0.6,0.5232100000000001,8.32,0.67376,6
0.0,9.9,0.56,0.5232100000000001,8.32,0.67376,6
0.42,11.9,0.715,0.5232100000000001,8.32,0.67376,6
0.0,9.0,0.31,0.5232100000000001,8.32,0.67376,6
0.4,11.0,0.6,0.5232100000000001,8.32,0.67376,6
0.01,11.2,0.61,0.5232100000000001,8.32,0.67376,6
0.01,9.8,0.75,0.5232100000000001,8.32,0.67376,6
0.0,10.9,0.8,0.5232100000000001,8.32,0.67376,6
0.43,10.2,0.52,0.5232100000000001,8.32,0.67376,6
0.3,10.5,0.57,0.5232100000000001,8.32,0.67376,6
0.3,10.8,0.9,0.5232100000000001,8.32,0.67376,6
0.43,11.9,0.34,0.5232100000000001,8.32,0.67376,6
0.39,9.5,0.66,0.5232100000000001,8.32,0.67376,6
0.05,10.5,0.45,0.5232100000000001,8.32,0.67376,6
0.44,12.4,0.66,0.5232100000000001,8.32,0.67376,6
0.35,11.1,0.63,0.5232100000000001,8.32,0.67376,6
0.48,10.1,0.59,0.5232100000000001,8.32,0.67376,6
0.1,10.9,0.31,0.5232100000000001,8.32,0.67376,6
0.09,9.0,0.59,0.5232100000000001,8.32,0.67376,6
0.45,10.9,0.31,0.5232100000000001,8.32,0.67376,6
0.11,10.9,1.02,0.5232100000000001,8.32,0.67376,6
0.0,12.3,0.31,0.5232100000000001,8.32,0.67376,6
0.42,11.4,0.635,0.5232100000000001,8.32,0.67376,6
0.68,9.1,0.635,0.5232100000000001,8.32,0.67376,6
0.33,12.8,0.59,0.5232100000000001,8.32,0.67376,6
0.48,13.2,0.59,0.5232100000000001,8.32,0.67376,6
0.3,10.2,0.58,0.5232100000000001,8.32,0.67376,6
0.78,10.5,0.54,0.5232100000000001,8.32,0.67376,6
0.02,10.4,0.56,0.5232100000000001,8.32,0.67376,6
0.0,9.6,0.52,0.5232100000000001,8.32,0.67376,6
0.21,11.1,0.305,0.5232100000000001,8.32,0.67376,6
0.25,9.0,0.38,0.5232100000000001,8.32,0.67376,6
0.0,11.4,0.28,0.5232100000000001,8.32,0.67376,6
0.06,10.55,0.46,0.5232100000000001,8.32,0.67376,6
0.14,11.1,0.395,0.5232100000000001,8.32,0.67376,6
0.48,10.3,0.305,0.5232100000000001,8.32,0.67376,6
0.4,10.9,0.315,0.5232100000000001,8.32,0.67376,6
